MMSI,SOG,Longitude,Latitude,COG
1,0,-14.6128117,8.36799667,21.3
272,0,-14.6124667,8.367105,31.3
472,8.4,-14.7756417,8.44743667,261.6
472,8.5,-14.7760517,8.44739667,261.8
1,0,-14.6128283,8.36797167,37.1
472,8.8,-14.7772667,8.44726667,260.7
435,14.4,-14.3121083,8.34431,113.3
272,0,-14.612485,8.36708333,26
435,14.4,-14.3110017,8.34399167,113.5
472,8.9,-14.7784967,8.44715667,262.1
1,0,-14.6128633,8.36797833,20.4
472,8.9,-14.7788683,8.44712667,263.2
241,7.7,-14.5285083,8.48363333,113
272,0,-14.612465,8.36710667,29.2
435,14.4,-14.3087933,8.34335,113.5
1,0,-14.6128533,8.36795833,31.6
241,7.7,-14.5274883,8.48334333,113
472,8.8,-14.78051,8.44698167,263.5
272,0,-14.6124633,8.36711833,31
472,8.9,-14.7809483,8.44694,262.6
435,14.4,-14.3066967,8.34272667,113.9
435,14.4,-14.3066967,8.34272667,113.9
272,0,-14.6125,8.36712833,27.5
472,8.9,-14.781745,8.44688167,263.6
241,7.7,-14.525645,8.48282333,113
435,14.3,-14.3044233,8.34205333,113.5
472,9.1,-14.7830017,8.44678167,263.3
1,0,-14.6128817,8.36799833,26.1
435,14.4,-14.303415,8.34176667,113.1
241,7.6,-14.5245683,8.48251,114
272,0,-14.612475,8.367095,30.8
272,0,-14.612475,8.367095,30.8
472,9.3,-14.78474,8.44665167,262.8
472,9.3,-14.78474,8.44665167,262.8
125,12.4,-14.4696017,8.43688833,292.3
241,7.6,-14.5235883,8.48223,113
472,9.1,-14.78684,8.44649333,263.2
241,7.8,-14.5216417,8.48167333,113
272,0,-14.6124333,8.36711333,25.8
472,8.7,-14.788045,8.44639833,263.1
1,0,-14.61288,8.36799333,35.6
435,14.3,-14.2956433,8.33956,113.5
472,8.5,-14.7892317,8.44632833,265.9
1,0,-14.6128483,8.368005,12.9
272,0,-14.6124533,8.36714167,25.3
472,9.1,-14.7921367,8.44613167,264.2
1,0,-14.61286,8.36801167,31.5
472,9.1,-14.7921367,8.44613167,264.2
1,0,-14.61286,8.36801167,31.5
435,14.3,-14.2901883,8.33800167,113.1
435,14.3,-14.2901883,8.33800167,113.1
472,9.2,-14.7929733,8.44607167,263.9
241,7.6,-14.5167267,8.48022667,114
272,0,-14.6124967,8.367095,25.8
272,0,-14.6124717,8.36710833,26.1
125,12.3,-14.48247,8.44031,292
241,7.9,-14.5157433,8.479945,113
1,0,-14.61284,8.36801,17.5
435,14.3,-14.28472,8.33644667,113.5
472,8.7,-14.79654,8.44584,265
472,8.7,-14.79654,8.44584,265
435,14.3,-14.2836283,8.33611833,114
1,0,-14.6128583,8.368005,46.8
435,14.3,-14.2825333,8.33579667,113.8
272,0,-14.6124383,8.36708667,29
435,14.3,-14.28207,8.33567,113.7
241,7.8,-14.5132767,8.47922333,114
1,0,-14.612845,8.36798667,11.9
435,14.3,-14.2803433,8.33514833,113.9
241,7.9,-14.5123417,8.478945,114
435,14.3,-14.2792533,8.33482333,113.9
241,7.6,-14.5118083,8.478785,114
1,0,-14.612825,8.367975,20.8
435,14.3,-14.278705,8.334665,113.8
435,14.3,-14.2781567,8.33450667,113.6
241,7.9,-14.5114133,8.47866833,114
1,0,-14.6128417,8.36797167,36.6
1,0,-14.6128417,8.36797167,36.6
272,0,-14.612465,8.367115,28.6
435,14.3,-14.2777017,8.334375,113.4
272,0,-14.612465,8.367115,28.6
1,0,-14.6128467,8.36799,42.2
272,0,-14.61246,8.36712833,28.3
435,14.3,-14.2766033,8.334065,112.9
241,7.8,-14.5103283,8.47834667,114
241,7.8,-14.5099283,8.47822667,114
472,9.1,-14.802625,8.44541,262.4
435,14.3,-14.274865,8.33357667,113.4
241,7.7,-14.5093367,8.47805333,114
435,14.3,-14.2743167,8.33341833,113.5
272,0,-14.6124683,8.36712333,22.9
435,14.3,-14.27322,8.333095,113.4
435,14.3,-14.2726667,8.33294167,113.3
435,14.3,-14.2721167,8.33278833,113
272,0,-14.6124383,8.36713333,28.5
125,12.5,-14.4952633,8.44378167,291.6
1,0,-14.61287,8.36797333,27.3
272,0,-14.6124267,8.36712333,27.8
435,14.3,-14.2711167,8.33249667,113
241,8,-14.5073467,8.47747,113
435,14.2,-14.2693867,8.33200333,113.2
435,14.2,-14.2687567,8.33182167,113.6
472,8.9,-14.80701,8.444955,261
272,0,-14.6124583,8.36708333,20.8
435,14.2,-14.2683033,8.33168667,113.6
241,7.9,-14.5058467,8.47702833,114
435,14.2,-14.26776,8.33152667,113.7
435,14.2,-14.2672183,8.33136667,113.6
472,9,-14.8082433,8.44483167,261.7
125,12.5,-14.5001117,8.44509,292.5
241,7.8,-14.50488,8.476735,114
272,0,-14.6124733,8.36706167,30.6
272,0,-14.6124733,8.36706167,30.6
435,14.1,-14.2656833,8.33091,113.3
472,9.2,-14.809525,8.4447,261.4
241,7.9,-14.5043667,8.47659167,114
472,9.2,-14.809525,8.4447,261.4
241,7.7,-14.5039867,8.476475,114
272,0,-14.6124533,8.367095,25.9
472,9.3,-14.81081,8.44456833,260.9
1,0,-14.61282,8.36800333,28.1
272,0,-14.61246,8.36710667,28.8
125,12.4,-14.50338,8.44599167,292.2
241,8,-14.5029183,8.47617167,114
1,0,-14.6128367,8.36799333,22.9
472,9.4,-14.811655,8.44448,260.3
272,0,-14.6124617,8.36713667,22.2
241,7.9,-14.5018833,8.47587,113
272,0,-14.612445,8.36714667,27.7
241,8,-14.5013183,8.47570667,113
471,0,-14.6131683,8.36854333,8.6
435,14.1,-14.2585883,8.328845,114.1
1,0,-14.6128567,8.36800833,34
241,7.8,-14.49987,8.47529333,114
472,9.1,-14.8154233,8.44410667,260.1
1,0,-14.6128683,8.36802667,21.4
272,0,-14.612435,8.36712,21.3
241,7.8,-14.49887,8.47501,113
241,7.8,-14.49887,8.47501,113
272,0,-14.6124433,8.36712333,24.9
241,7.9,-14.4983633,8.47486833,113
435,14.1,-14.2541833,8.327565,113.4
241,7.8,-14.4978633,8.474725,113
472,9.3,-14.8180067,8.44385167,261.2
272,0,-14.6124633,8.36709167,21.9
1,0,-14.6128567,8.36794667,32.5
241,7.9,-14.496835,8.47443333,113
472,9.3,-14.8188983,8.44375833,261.2
241,7.9,-14.496835,8.47443333,113
472,9.2,-14.8190817,8.44374167,261.7
1,0,-14.6128567,8.36795333,34.2
472,9.2,-14.8192767,8.443725,262.1
272,0,-14.6124817,8.36709667,24.3
472,9.3,-14.81947,8.443705,261.7
1,0,-14.61284,8.36796167,26.5
472,9.2,-14.8197267,8.44368167,261.9
472,9.2,-14.8199183,8.44366167,261.5
472,9.4,-14.82012,8.44364167,261.6
241,7.9,-14.4958883,8.47416667,113
272,0,-14.6124883,8.36708833,25.3
272,0,-14.6124883,8.36708833,25.3
472,9.4,-14.8206367,8.44358833,261.7
435,14,-14.2495183,8.32621167,113.4
435,14,-14.2488017,8.32600333,113.6
125,12.5,-14.516195,8.44940667,291.9
241,8.1,-14.4947817,8.47385667,113
472,9.7,-14.821715,8.44347667,260.6
472,9.8,-14.82192,8.44346167,261.5
472,9.8,-14.82192,8.44346167,261.5
435,14,-14.247195,8.32554167,113.7
472,9.8,-14.822395,8.443415,261.6
1,0,-14.6128633,8.36798833,26.2
435,14,-14.2467483,8.32541,113.9
241,7.9,-14.49382,8.47358667,112
435,14,-14.2462117,8.32525,114
125,12.5,-14.5186383,8.450045,292.2
472,9.9,-14.82329,8.44333167,262.1
472,9.9,-14.82349,8.44331,261.6
472,9.9,-14.823975,8.44326833,262.4
472,9.7,-14.8241617,8.443245,261.3
241,7.8,-14.4928133,8.47329333,114
1,0,-14.6128133,8.36803833,25.7
241,8,-14.492305,8.47314667,114
435,14,-14.2434583,8.324455,113.5
125,12.4,-14.5210233,8.45068833,292.1
241,7.8,-14.4918033,8.47299667,114
472,9.1,-14.8259333,8.443085,262.4
472,9.1,-14.82612,8.44307,262.2
241,8,-14.49081,8.4727,114
272,0,-14.6124483,8.36709167,354.2
472,7.2,-14.9614183,8.27557167,191.1
125,11.9,-14.94072,8.51296667,273.2
1,0,-14.6128283,8.36795167,6.2
472,7,-14.961555,8.27505667,190
272,0,-14.6124883,8.36710333,337.4
125,11.9,-14.9423767,8.51302167,273.7
472,7,-14.9616717,8.27460667,189.2
472,7,-14.9617167,8.27441333,189
1,0,-14.6128383,8.36798333,56.8
472,7.1,-14.96228,8.27226,190.3
241,8.9,-14.20323,8.40000833,109
472,7,-14.962385,8.27184333,188.9
472,7,-14.96252,8.27139333,191.1
241,8.9,-14.20213,8.39975833,109
272,0,-14.6125133,8.36711,4.5
272,0,-14.61249,8.36714833,233.3
241,8.9,-14.1997917,8.39924667,108
272,0,-14.612515,8.36709167,26.4
472,7.1,-14.96292,8.26991167,191.2
241,8.9,-14.1991967,8.39911833,108
272,0,-14.61252,8.36716,357.1
241,8.9,-14.1986133,8.39899167,108
241,9,-14.1975617,8.39876333,108
472,7,-14.9633167,8.268495,191.6
1,0,-14.6128167,8.36797667,356.6
241,8.8,-14.1962683,8.398485,108
1,0,-14.6128267,8.36798667,351.7
472,7,-14.9634617,8.26798167,191
125,11.5,-14.9590367,8.51368,274.3
472,7,-14.9634933,8.26785333,190.2
241,8.7,-14.1956967,8.39835833,108
125,11.6,-14.95976,8.51371333,274.6
1,0,-14.6128367,8.36798,341.6
472,7.1,-14.96389,8.26646333,191.2
1,0,-14.612865,8.36797167,354.5
125,11.5,-14.9637983,8.51389333,274.1
241,8.9,-14.1922083,8.397575,109
1,0,-14.6128533,8.367955,354
472,7,-14.9643033,8.26494333,189.9
472,7,-14.9643667,8.26462,187
472,6.9,-14.964485,8.26421167,189.3
241,8.7,-14.1887317,8.39681167,108
125,11.5,-14.9694033,8.51415833,274.4
241,9,-14.1881283,8.39667833,109
472,7,-14.9647233,8.26348333,192.4
472,6.9,-14.9648433,8.263045,192.4
125,11.5,-14.9718667,8.51427167,273.6
125,11.4,-14.9726,8.51431,274
472,6.8,-14.96498,8.26254667,190.4
472,6.8,-14.9651217,8.26201667,190.3
125,11.6,-14.97427,8.51436333,274.9
472,6.8,-14.9652133,8.26170167,189.7
272,0,-14.61246,8.36710333,291.7
9,11.9,-14.4992083,8.44726167,289.6
272,0,-14.6124483,8.36707333,298.3
272,0,-14.612445,8.367095,297
814,17,-14.56854,8.42533667,115.1
936,11.3,-14.3640117,8.403795,292.2
640,13.6,-14.0293283,8.31571167,292.7
471,0,-14.6131683,8.36854667,204.9
621,14,-14.6069967,8.476275,291.6
1,0,-14.6128267,8.36798833,291.7
621,14.1,-14.6080917,8.47657833,292.9
272,0,-14.612425,8.36708667,291.2
1,0,-14.612835,8.36798167,297
272,0,-14.6124183,8.36710333,288.5
814,17,-14.56085,8.42286833,115.8
621,14,-14.612425,8.47781167,292.2
1,0,-14.61286,8.36797333,293.7
12,8.1,-14.3736667,8.36116667,116
272,0,-14.6124333,8.36706833,292.8
1,0,-14.612855,8.36796833,291.6
814,17,-14.5570183,8.42164333,116
640,13.7,-14.0380667,8.31813333,293
814,17,-14.5557383,8.42124,115.3
1,0,-14.6128217,8.367965,295.9
814,17,-14.5544717,8.42082167,116.4
323,12.7,-14.4485,8.39255,112
272,0,-14.6124367,8.367095,293.8
814,17,-14.5531867,8.42041667,115.4
1,0,-14.6128267,8.36796,294
323,12.7,-14.4468667,8.39208333,112
576,0,-14.6130767,8.36884167,208.7
12,8.1,-14.3706667,8.36016667,116
272,0,-14.6124283,8.36707833,289.2
1,0,-14.6128533,8.36797667,287.5
814,17,-14.55064,8.419585,116.1
9,11.6,-14.515795,8.45127833,290.5
323,12.6,-14.44515,8.39161667,112
272,0,-14.61247,8.36712333,287.5
9,11.5,-14.5172467,8.45162,289.7
323,12.7,-14.4434333,8.39113333,113
814,15.7,-14.3356417,8.35167167,113.8
814,15.7,-14.3356417,8.35167167,113.8
323,11.7,-14.0032167,8.2476,117
784,11.8,-13.97875,8.29955,291
814,16.3,-13.9665167,8.23423667,114.2
272,0,-14.6124433,8.36712167,357.1
12,7.8,-14.0918333,8.27,113
1,0,-14.6128133,8.36795333,351.6
640,13.7,-14.5582267,8.46432667,294.1
323,11.7,-14.0018333,8.24711667,117
272,0,-14.6124283,8.36712833,356.6
12,7.8,-14.0906667,8.26966667,113
814,16.3,-13.9640417,8.2335,114
1,0,-14.61282,8.36798667,348.1
272,0,-14.6124467,8.367095,350
12,7.8,-14.0898333,8.26933333,113
814,16.3,-13.9615617,8.23277,113.8
87,10.6,-14.4395167,8.3845,114
323,11.7,-13.9988,8.24608333,116
784,11.9,-13.9833833,8.30075,291
272,0,-14.61242,8.367095,345.8
12,7.8,-14.0888333,8.269,113
87,10.6,-14.4382333,8.38408333,115
1,0,-14.612815,8.367985,354.4
323,11.7,-13.99735,8.24558333,116
12,7.8,-14.0878333,8.26883333,113
87,10.6,-14.43695,8.3837,114
640,13.7,-14.5652033,8.46620333,291.1
1,0,-14.6128317,8.36798,354.2
323,11.7,-13.9959167,8.24508333,117
272,0,-14.612435,8.36710167,356.6
12,7.9,-14.0868333,8.2685,113
814,16.3,-13.9553083,8.23094,113.3
87,10.6,-14.4354667,8.38323333,114
640,13.7,-14.566985,8.46666833,291.5
323,11.6,-13.9944833,8.24458333,116
784,11.9,-13.9881,8.30196667,291
640,13.8,-14.5687567,8.46715167,292.8
814,16.4,-13.9528083,8.23023333,113.3
323,11.6,-13.9931,8.24411667,116
784,11.9,-13.9896333,8.30235,291
12,7.9,-14.0848333,8.268,114
814,16.4,-13.9515633,8.22987333,113.4
936,11.4,-14.8170233,8.51001,271.6
1,0,-14.61286,8.36801667,355.5
12,7.8,-14.0838333,8.26766667,113
87,10.7,-14.4314833,8.382,114
323,11.6,-13.9900167,8.24305,117
784,11.9,-13.99265,8.30313333,291
640,13.9,-14.5740817,8.468645,292.1
1,0,-14.6128433,8.36801333,343.5
814,16.4,-13.946535,8.22843167,113.1
323,11.6,-13.9887833,8.24263333,116
784,11.9,-13.9941833,8.30353333,291
272,0,-14.6124367,8.36710167,352
12,7.8,-14.0818333,8.26716667,112
814,16.4,-13.9452833,8.22808667,112.5
1,0,-14.6128433,8.36796833,349.3
814,16.4,-13.944025,8.227755,111.9
784,11.9,-13.9957167,8.30396667,292
272,0,-14.61243,8.36712667,351.8
323,11.6,-13.9858,8.24168333,112
784,11.9,-13.99725,8.30438333,292
814,16.3,-13.9414767,8.22712167,110.3
12,7.8,-14.0796667,8.2665,112
640,13.9,-14.5794733,8.47004667,290.8
1,0,-14.6128433,8.368005,347.5
814,16.4,-13.9097117,8.22226667,98.2
784,12,-14.0296167,8.3127,291
1,0,-14.6128217,8.36799,352.4
12,7.8,-14.0565,8.2605,112
87,10.7,-14.3949,8.37068333,114
1,0,-14.6128333,8.36798167,356.5
1,0,-14.6128383,8.36798333,357.3
323,11.3,-13.9345167,8.22645,100
814,16.5,-13.8617367,8.22201667,93.2
272,0,-14.6124267,8.36712333,349.9
1,0,-14.612825,8.36795167,2.3
1,0,-14.612825,8.36795167,2.3
784,11.8,-14.1234167,8.33846667,293
784,11.8,-14.1234167,8.33846667,293
1,0,-14.61282,8.36799333,347.7
1,0,-14.61282,8.36799333,347.7
471,0,-14.61316,8.36856667,14.7
471,0,-14.61316,8.36856667,14.7
331,15.2,-13.926205,8.28945833,275.4
331,15.2,-13.926205,8.28945833,275.4
1,0,-14.61281,8.368,354.9
1,0,-14.61281,8.368,354.9
784,11.7,-14.1278,8.33978333,294
784,11.7,-14.1278,8.33978333,294
1,0,-14.612795,8.36797833,1
1,0,-14.612795,8.36797833,1
640,13.7,-14.7324067,8.51084,290.3
640,13.7,-14.7324067,8.51084,290.3
1,0,-14.6128317,8.36797167,11.3
1,0,-14.6128317,8.36797167,11.3
323,11.7,-13.84545,8.22636667,87
323,11.7,-13.84545,8.22636667,87
1,0,-14.6128433,8.36797667,0.9
1,0,-14.6128433,8.36797667,0.9
331,15.1,-13.9428117,8.29279,290
331,15.1,-13.9428117,8.29279,290
331,15.1,-13.9440867,8.29310833,290.3
272,0,-14.6124333,8.36706833,336.4
1,0,-14.6128517,8.36796167,335.9
451,5.6,-14.9543133,8.60844167,105
331,15,-14.17785,8.35892667,295.2
12,8,-13.8543333,8.226,89
272,0,-14.61248,8.36711667,23.1
451,5.6,-14.95134,8.60798,103.4
1,0,-14.6127983,8.36796667,31.9
331,15,-14.18575,8.36142333,295.5
640,13.9,-14.9810867,8.52353833,271.4
12,8,-13.849,8.22616667,89
87,10.2,-14.1488167,8.28938333,117
640,13.8,-14.9845683,8.52359333,272.1
784,12,-14.3337167,8.40206667,290
331,15,-14.1970133,8.36501167,295.3
784,12.1,-14.3901333,8.41705,289
331,15.2,-14.2641433,8.38818833,299.3
451,5.1,-14.9210533,8.600545,107.1
749,14.3,-13.8650667,8.2933,280
12,8.2,-13.8016667,8.22516667,92
331,15.2,-14.2662533,8.389,299.6
12,8.2,-13.8005,8.22516667,92
784,12.1,-14.3949167,8.41821667,290
331,15.2,-14.2696483,8.39030833,299.7
87,10.2,-14.0932167,8.27275,109
331,15.3,-14.2707617,8.39072167,299.5
749,14.3,-13.87075,8.29395,279
272,0,-14.6124217,8.36705667,199.4
331,15.3,-14.271775,8.39109167,299.2
1,0,-14.612815,8.36798667,261.1
784,12.2,-14.3997,8.41951667,292
331,15.4,-14.2774033,8.39312667,299.5
331,15.4,-14.2786067,8.39359,300.2
272,0,-14.6124317,8.36709833,196.1
331,15.4,-14.279715,8.39401833,300.4
1,0,-14.612835,8.36798667,299.1
272,0,-14.6124383,8.36708833,186.4
18,13.8,-13.8242667,8.29050333,284
784,12.2,-14.4042667,8.42086667,293
331,15.4,-14.2808283,8.39445167,300.1
272,0,-14.6124283,8.36712833,202.3
1,0,-14.6128133,8.36798833,253.2
331,15.4,-14.281955,8.39487333,299.3
749,14.3,-13.8826167,8.29528333,279
331,15.4,-14.282985,8.39525833,299.1
1,0,-14.6128333,8.36797167,255.4
784,12.1,-14.4074333,8.4217,291
451,4.6,-14.9139033,8.59857833,118.1
1,0,-14.6128533,8.36795833,269.3
18,13.8,-13.82983,8.29143,284
784,12.1,-14.409,8.42208333,290
451,5.2,-14.91328,8.59839167,113.3
1,0,-14.6128183,8.36800833,270.6
18,13.8,-13.831875,8.291765,284
272,0,-14.61238,8.36704667,216.1
331,15.4,-14.2886683,8.39742667,299.6
87,10.3,-14.0797833,8.26946667,111
331,15.4,-14.2892283,8.39764,299.3
272,0,-14.6124283,8.367085,199.4
18,13.8,-13.8336333,8.292065,285
331,15.4,-14.2896933,8.39781667,299.4
784,12.1,-14.41225,8.42285,289
1,0,-14.612825,8.36797667,263.6
272,0,-14.6124583,8.36713667,190.4
331,15.4,-14.2903533,8.39806167,299.3
451,5.3,-14.9119833,8.59803333,111.5
1,0,-14.61284,8.36797667,242.7
272,0,-14.6124333,8.36711667,229.9
1,0,-14.6128267,8.36798,269.8
784,12.1,-14.4138333,8.42323333,290
272,0,-14.6124117,8.36710833,231.8
784,12.1,-14.4144833,8.4234,290
1,0,-14.6128117,8.36798,238.8
331,15.4,-14.2931667,8.39911167,299.4
18,13.9,-13.8373667,8.29266667,284
749,14.3,-13.8944667,8.29661667,279
272,0,-14.6124367,8.36708833,274.2
331,15.4,-14.2948533,8.39975,299.5
331,15.6,-14.2953233,8.39993,299.6
784,12.1,-14.417,8.42403333,290
331,15.5,-14.295975,8.40018167,299.7
18,13.8,-13.8401367,8.29313,283
451,4.8,-14.9100833,8.59753333,112.9
87,10.4,-14.0744,8.26793333,113
1,0,-14.6128333,8.367965,257.3
272,0,-14.61241,8.36713833,219
784,12.2,-14.4185,8.42443333,291
331,15.4,-14.2976583,8.40082833,299.5
272,0,-14.6124083,8.36711833,254.3
784,12.1,-14.41945,8.42468333,291
1,0,-14.61283,8.36799667,278.5
272,0,-14.61244,8.36710667,222.9
331,15.4,-14.298785,8.40124333,298.8
451,4.7,-14.9091233,8.597285,112.2
18,13.8,-13.842915,8.29358167,283
749,14.3,-13.8997333,8.29723333,279
749,14.3,-13.9003167,8.2973,279
272,0,-14.612425,8.367125,227.1
451,5.5,-14.9087817,8.59720833,107.8
1,0,-14.61282,8.36801333,244.3
331,15.3,-14.3003733,8.40184,299.3
272,0,-14.6124133,8.36712,213.6
451,5.3,-14.9084733,8.597125,111.9
749,14.3,-13.9015833,8.29745,279
331,15.4,-14.3009383,8.40205,299.1
1,0,-14.6128333,8.36799667,269
272,0,-14.61245,8.36710167,221.8
18,13.9,-13.845625,8.293995,282
451,5,-14.90815,8.59704,113.8
451,5.3,-14.907525,8.59684833,114.9
451,5,-14.905625,8.596325,110
18,14,-13.85349,8.29522833,283
87,10.5,-14.06515,8.26511667,114
784,12.2,-14.4289667,8.42728333,291
331,15.3,-14.309965,8.40548333,300.2
18,14,-13.854155,8.29532833,283
451,4.7,-14.9052933,8.59624667,109.7
749,14.3,-13.9114833,8.29858333,279
784,12.1,-14.4295833,8.42745,291
1,0,-14.6128217,8.36797333,266.1
18,13.9,-13.8547233,8.295415,283
272,0,-14.612425,8.36710833,191.7
18,13.9,-13.8551967,8.29548667,283
749,14.3,-13.91315,8.29878333,279
331,15.3,-14.3120867,8.40631,300.5
784,12.2,-14.4311833,8.42785,290
272,0,-14.612405,8.367085,213.4
451,5.1,-14.904355,8.59603667,110.7
749,14.3,-13.9143167,8.29891667,279
331,15.4,-14.31329,8.40677,300.4
749,14.3,-13.9149,8.29898333,279
451,4.9,-14.9040117,8.59594333,112.7
331,15.4,-14.3138367,8.40699167,300.6
18,14,-13.858025,8.29593333,282
784,12.2,-14.4327,8.4282,289
272,0,-14.6124417,8.367065,339.5
749,14.3,-13.9160833,8.2991,279
451,5,-14.903725,8.59587,108.8
1,0,-14.61284,8.36802833,325.8
784,12.1,-14.4336667,8.42843333,289
331,15.3,-14.3154883,8.40762333,299.4
451,5,-14.9034233,8.59578167,111.7
784,12.2,-14.4342833,8.42858333,289
272,0,-14.6124,8.36711,137.9
451,4.4,-14.9031283,8.5957,113.1
331,15.3,-14.316615,8.40801167,297.1
18,13.9,-13.8609367,8.29636,282
331,15.2,-14.3176667,8.40833667,295.5
87,10.5,-14.0585,8.26308333,114
331,15.2,-14.318915,8.40870333,294.1
18,13.9,-13.863205,8.29667,282
1,0,-14.612835,8.36796667,354.9
784,12.1,-14.43745,8.42933333,289
451,4.6,-14.9019067,8.59536833,113.9
87,10.5,-14.0571667,8.26268333,114
1,0,-14.6128383,8.36797833,346.2
331,15.2,-14.3212483,8.40935333,293.6
451,4.4,-14.901595,8.59529,114.4
18,13.9,-13.8653783,8.29697667,282
784,12.1,-14.4389667,8.4297,289
451,4.6,-14.9012883,8.59520333,110
1,0,-14.6128583,8.368,351
331,15.2,-14.323465,8.40999167,293.5
749,14.3,-13.9261833,8.30021667,279
87,10.5,-14.0545667,8.2619,114
331,15.2,-14.3247167,8.41038833,293.7
749,14.3,-13.9278667,8.3004,279
451,4.4,-14.900045,8.594885,113.8
749,14.3,-13.92855,8.30046667,279
331,15.3,-14.3270417,8.41108667,294.1
18,13.9,-13.8711317,8.297825,283
784,12.1,-14.4439,8.43086667,289
272,0,-14.61239,8.367095,108.7
331,15.2,-14.3281983,8.41143833,294.3
331,15.3,-14.3292683,8.41176167,294.1
784,12.1,-14.4455167,8.43121667,289
749,14.3,-13.9319833,8.30086667,279
331,15.3,-14.330535,8.41213333,293.8
18,13.9,-13.8745317,8.29835333,283
1,0,-14.6128217,8.36799,358.2
784,12.1,-14.4470333,8.43153333,289
749,14.4,-13.9345333,8.30116667,279
784,12.1,-14.4486167,8.43193333,289
1,0,-14.6128433,8.36802333,351.4
331,15.4,-14.335115,8.41349667,294.5
784,12.1,-14.4505333,8.43236667,289
451,4.7,-14.8970483,8.59398167,114.3
749,14.3,-13.9378833,8.30153333,279
1,0,-14.6128783,8.36799333,357.2
331,15.4,-14.3375233,8.41424667,294.6
272,0,-14.6124567,8.367095,355.1
87,10.6,-14.0451,8.25903333,114
749,14.3,-13.9403333,8.3018,279
18,13.9,-13.8823633,8.29954833,283
784,12.1,-14.4533,8.43301667,289
272,0,-14.612455,8.36709167,1.5
1,0,-14.6128167,8.36798333,345.6
331,15.3,-14.3409133,8.41530833,294.6
784,12.1,-14.45505,8.43343333,289
784,12.1,-14.4566333,8.4338,289
331,15.3,-14.34331,8.41605333,294.2
272,0,-14.6124433,8.36709167,4.5
451,4.9,-14.8946367,8.59324333,110.5
331,15.4,-14.3444717,8.416405,294.7
18,13.9,-13.8880083,8.30039,282
272,0,-14.61242,8.367095,357.6
331,15.3,-14.3456367,8.41676667,295.1
331,15.2,-14.3467,8.417095,294.7
331,15.3,-14.347285,8.41727167,294.5
1,0,-14.61283,8.368005,351.9
18,13.9,-13.892525,8.301,280
18,13.8,-13.8936533,8.301145,280
18,13.8,-13.8947817,8.30128667,280
18,13.8,-13.8982617,8.30169833,280
18,13.8,-13.8993033,8.30181333,280
87,10.6,-14.0289333,8.2542,112
784,12,-14.4738833,8.43801667,290
749,14.4,-13.9711167,8.30533333,281
331,15.3,-14.36887,8.4237,294
18,13.8,-13.9122933,8.30334833,280
749,14.4,-13.9723833,8.30551667,281
784,11.9,-14.4785167,8.43921667,290
451,4.6,-14.8861117,8.59082167,113.4
749,14.4,-13.9734667,8.30566667,282
784,11.9,-14.4800833,8.43958333,290
331,15.4,-14.3725067,8.42479167,294.2
749,14.4,-13.9758,8.30603333,282
331,15.4,-14.3735783,8.42512167,294.6
749,14.4,-13.9769833,8.30621667,282
451,4.6,-14.8846367,8.59042333,114.2
784,11.8,-14.4833,8.4403,288
621,13.3,-14.99767,8.96282833,54.2
451,4.6,-14.8843033,8.59033667,110.9
1,0,-14.6128133,8.36799167,2.5
451,4.3,-14.8840617,8.59027,112.2
621,13.3,-14.9969833,8.963145,54.6
784,11.9,-14.4848833,8.44063333,287
331,15.4,-14.37836,8.426555,293.9
451,4.1,-14.8837317,8.59019667,110.3
749,14.4,-13.9816833,8.30696667,285
784,11.9,-14.4858333,8.44081667,287
331,15.4,-14.3794367,8.42688,294.1
18,13.8,-13.9225983,8.3046,280
784,11.9,-14.4864667,8.44095,287
451,4.6,-14.8831533,8.59003833,112.1
331,15.5,-14.38069,8.427255,294.3
784,11.9,-14.4871,8.44108333,287
749,14.4,-13.9839833,8.3074,286
621,13.3,-14.9938683,8.96461333,54.3
451,4.4,-14.882825,8.58994833,112.2
331,15.4,-14.3817683,8.42758667,294.1
784,11.8,-14.4879667,8.44126667,287
331,15.4,-14.382455,8.42779667,294
331,15.4,-14.3830467,8.42797667,294.2
784,11.8,-14.4886,8.4414,287
18,13.9,-13.92542,8.30492833,280
451,4.7,-14.8822817,8.5898,112.6
87,10.6,-14.0131,8.24996667,112
1,0,-14.61286,8.36800167,0.7
87,10.6,-14.01235,8.24976667,112
749,14.4,-13.9872333,8.30808333,287
1,0,-14.612825,8.36797333,357.8
331,15.4,-14.385315,8.42865167,294.2
621,13.3,-14.9909767,8.96599167,54
451,4.6,-14.8816783,8.58963833,110.1
749,14.4,-13.9879,8.30823333,287
18,13.8,-13.9283317,8.30525667,279
1,0,-14.6128267,8.36798167,358.9
749,14.4,-13.9884667,8.30835,287
451,4.6,-14.8813783,8.58956333,112.2
331,15.4,-14.386495,8.42900167,294
749,14.4,-13.9891333,8.3085,287
18,13.9,-13.929275,8.30535833,279
451,5,-14.881025,8.58946333,111.4
331,15.4,-14.3876683,8.429355,294.2
784,11.8,-14.49265,8.44231667,289
18,13.9,-13.9301233,8.30545167,279
749,14.4,-13.9900833,8.3087,287
331,15.4,-14.388255,8.42952333,294
621,13.3,-14.9885433,8.96714833,54.2
749,14.4,-13.99075,8.30885,288
331,15.3,-14.3889333,8.42972333,294.1
784,11.8,-14.4935833,8.44253333,289
